video,frame_id,id,x1,y1,x2,y2,status
class_5,185,5,904,599,1110,722,Distracted
class_5,185,0,964,726,1147,939,Focused
class_5,185,10,1231,592,1407,804,Focused
class_5,185,9,1317,497,1454,635,Focused
class_5,185,4,1399,579,1586,732,Distracted
class_5,185,18,1418,738,1606,1013,Distracted
class_5,185,2,1664,721,1849,925,Distracted
class_5,186,6,32,721,222,907,Focused
class_5,186,8,146,565,330,749,Focused
class_5,186,19,223,553,336,633,Distracted
class_5,186,16,241,460,376,549,Distracted
class_5,186,3,288,707,481,896,Focused
class_5,186,12,359,512,487,622,Focused
class_5,186,11,342,615,529,774,Focused
class_5,186,14,669,448,805,560,Distracted
class_5,186,15,715,515,826,644,Distracted
class_5,186,7,725,590,882,724,Focused
class_5,186,1,754,717,933,931,Focused
class_5,186,13,851,522,972,643,Distracted
class_5,186,5,904,599,1110,722,Distracted
class_5,186,0,964,726,1147,939,Focused
class_5,186,10,1231,592,1407,804,Focused
class_5,186,9,1317,497,1454,635,Focused
class_5,186,4,1399,579,1586,732,Distracted
class_5,186,18,1418,738,1606,1013,Distracted
class_5,186,2,1664,721,1849,925,Distracted
class_5,187,6,32,721,222,907,Focused
class_5,187,8,146,565,330,749,Focused
class_5,187,19,223,553,336,633,Distracted
class_5,187,16,241,460,376,549,Distracted
class_5,187,3,288,707,481,896,Focused
class_5,187,12,359,512,487,622,Focused
class_5,187,11,342,615,529,774,Focused
class_5,187,14,669,448,805,560,Distracted
class_5,187,15,715,515,826,644,Distracted
class_5,187,7,725,590,882,724,Focused
class_5,187,1,754,717,933,931,Focused
class_5,187,13,851,522,972,643,Distracted
class_5,187,5,904,599,1110,722,Distracted
class_5,187,0,964,726,1147,939,Focused
class_5,187,10,1231,592,1407,804,Focused
class_5,187,9,1317,497,1454,635,Focused
class_5,187,4,1399,579,1586,732,Distracted
class_5,187,18,1418,738,1606,1013,Distracted
class_5,187,2,1664,721,1849,925,Distracted
class_5,188,6,32,721,222,907,Focused
class_5,188,8,146,565,330,749,Focused
class_5,188,19,223,553,336,633,Distracted
class_5,188,16,241,460,376,549,Distracted
class_5,188,3,288,707,481,896,Focused
class_5,188,12,359,512,487,622,Focused
class_5,188,11,342,615,529,774,Focused
class_5,188,14,669,448,805,560,Distracted
class_5,188,15,715,515,826,644,Distracted
class_5,188,7,725,590,882,724,Focused
class_5,188,1,754,717,933,931,Focused
class_5,188,13,851,522,972,643,Distracted
class_5,188,5,904,599,1110,722,Distracted
class_5,188,0,964,726,1147,939,Focused
class_5,188,10,1231,592,1407,804,Focused
class_5,188,9,1317,497,1454,635,Focused
class_5,188,4,1399,579,1586,732,Distracted
class_5,188,18,1418,738,1606,1013,Distracted
class_5,188,2,1664,721,1849,925,Distracted
class_5,189,6,32,721,222,907,Focused
class_5,189,8,146,565,330,749,Focused
class_5,189,19,223,553,336,633,Distracted
class_5,189,16,241,460,376,549,Distracted
class_5,189,3,288,707,481,896,Focused
class_5,189,12,359,512,487,622,Focused
class_5,189,11,342,615,529,774,Focused
class_5,189,14,669,448,805,560,Distracted
class_5,189,15,715,515,826,644,Distracted
class_5,189,7,725,590,882,724,Focused
class_5,189,1,754,717,933,931,Focused
class_5,189,13,851,522,972,643,Distracted
class_5,189,5,904,599,1110,722,Distracted
class_5,189,0,964,726,1147,939,Focused
class_5,189,10,1231,592,1407,804,Focused
class_5,189,9,1317,497,1454,635,Focused
class_5,189,4,1399,579,1586,732,Distracted
class_5,189,18,1418,738,1606,1013,Distracted
class_5,189,2,1664,721,1849,925,Distracted
class_5,190,6,32,721,222,907,Focused
class_5,190,8,146,565,330,749,Focused
class_5,190,19,223,553,336,633,Distracted
class_5,190,16,241,460,376,549,Distracted
class_5,190,3,288,707,481,896,Focused
class_5,190,12,359,512,487,622,Focused
class_5,190,11,342,615,529,774,Focused
class_5,190,14,669,448,805,560,Distracted
class_5,190,15,715,515,826,644,Distracted
class_5,190,7,725,590,882,724,Focused
class_5,190,1,754,717,933,931,Focused
class_5,190,13,851,522,972,643,Distracted
class_5,190,5,904,599,1110,722,Distracted
class_5,190,0,964,726,1147,939,Focused
class_5,190,10,1231,592,1407,804,Focused
class_5,190,9,1317,497,1454,635,Focused
class_5,190,4,1399,579,1586,732,Distracted
class_5,190,18,1418,738,1606,1013,Distracted
class_5,190,2,1664,721,1849,925,Distracted
class_5,191,6,32,721,222,907,Focused
class_5,191,8,146,565,330,749,Focused
class_5,191,19,223,553,336,633,Distracted
class_5,191,16,241,460,376,549,Distracted
class_5,191,3,288,707,481,896,Focused
class_5,191,12,359,512,487,622,Focused
class_5,191,11,342,615,529,774,Focused
class_5,191,14,669,448,805,560,Distracted
class_5,191,15,715,515,826,644,Distracted
class_5,191,7,725,590,882,724,Focused
class_5,191,1,754,717,933,931,Focused
class_5,191,13,851,522,972,643,Distracted
class_5,191,5,904,599,1110,722,Distracted
class_5,191,0,964,726,1147,939,Focused
class_5,191,10,1231,592,1407,804,Focused
class_5,191,9,1317,497,1454,635,Focused
class_5,191,4,1399,579,1586,732,Distracted
class_5,191,18,1418,738,1606,1013,Distracted
class_5,191,2,1664,721,1849,925,Distracted
class_5,192,6,32,721,222,907,Focused
class_5,192,8,146,565,330,749,Focused
class_5,192,19,223,553,336,633,Distracted
class_5,192,16,241,460,376,549,Distracted
class_5,192,3,288,707,481,896,Focused
class_5,192,12,359,512,487,622,Focused
class_5,192,11,342,615,529,774,Focused
class_5,192,14,669,448,805,560,Distracted
class_5,192,15,715,515,826,644,Distracted
class_5,192,7,725,590,882,724,Focused
class_5,192,1,754,717,933,931,Focused
class_5,192,13,851,522,972,643,Distracted
class_5,192,5,904,599,1110,722,Distracted
class_5,192,0,964,726,1147,939,Focused
class_5,192,10,1231,592,1407,804,Focused
class_5,192,9,1317,497,1454,635,Focused
class_5,192,4,1399,579,1586,732,Distracted
class_5,192,18,1418,738,1606,1013,Distracted
class_5,192,2,1664,721,1849,925,Distracted
class_5,193,6,32,721,222,907,Focused
class_5,193,8,146,565,330,749,Focused
class_5,193,19,223,553,336,633,Distracted
class_5,193,16,241,460,376,549,Distracted
class_5,193,3,288,707,481,896,Focused
class_5,193,12,359,512,487,622,Focused
class_5,193,11,342,615,529,774,Focused
class_5,193,14,669,448,805,560,Distracted
class_5,193,15,715,515,826,644,Distracted
class_5,193,7,725,590,882,724,Focused
class_5,193,1,754,717,933,931,Focused
class_5,193,13,851,522,972,643,Distracted
class_5,193,5,904,599,1110,722,Distracted
class_5,193,0,964,726,1147,939,Focused
class_5,193,10,1231,592,1407,804,Focused
class_5,193,9,1317,497,1454,635,Focused
class_5,193,4,1399,579,1586,732,Distracted
class_5,193,18,1418,738,1606,1013,Distracted
class_5,193,2,1664,721,1849,925,Distracted
class_5,194,6,32,721,222,907,Focused
class_5,194,8,146,565,330,749,Focused
class_5,194,19,223,553,336,633,Distracted
class_5,194,16,241,460,376,549,Distracted
class_5,194,3,288,707,481,896,Focused
class_5,194,12,359,512,487,622,Focused
class_5,194,11,342,615,529,774,Focused
class_5,194,14,669,448,805,560,Distracted
class_5,194,15,715,515,826,644,Distracted
class_5,194,7,725,590,882,724,Focused
class_5,194,1,754,717,933,931,Focused
class_5,194,13,851,522,972,643,Distracted
class_5,194,5,904,599,1110,722,Distracted
class_5,194,0,964,726,1147,939,Focused
class_5,194,10,1231,592,1407,804,Focused
class_5,194,9,1317,497,1454,635,Focused
class_5,194,4,1399,579,1586,732,Distracted
class_5,194,18,1418,738,1606,1013,Distracted
class_5,194,2,1664,721,1849,925,Distracted
class_5,195,6,32,721,222,907,Focused
class_5,195,8,146,565,330,749,Focused
class_5,195,19,223,553,336,633,Distracted
class_5,195,16,241,460,376,549,Distracted
class_5,195,3,288,707,481,896,Focused
class_5,195,12,359,512,487,622,Focused
class_5,195,11,342,615,529,774,Focused
class_5,195,14,669,448,805,560,Distracted
class_5,195,15,715,515,826,644,Distracted
class_5,195,7,725,590,882,724,Focused
class_5,195,1,754,717,933,931,Focused
class_5,195,13,851,522,972,643,Distracted
class_5,195,5,904,599,1110,722,Distracted
class_5,195,0,964,726,1147,939,Focused
class_5,195,10,1231,592,1407,804,Focused
class_5,195,9,1317,497,1454,635,Focused
class_5,195,4,1399,579,1586,732,Distracted
class_5,195,18,1418,738,1606,1013,Distracted
class_5,195,2,1664,721,1849,925,Distracted
class_5,196,6,32,721,222,907,Focused
class_5,196,8,146,565,330,749,Focused
class_5,196,19,223,553,336,633,Distracted
class_5,196,16,241,460,376,549,Distracted
class_5,196,3,288,707,481,896,Focused
class_5,196,12,359,512,487,622,Focused
class_5,196,11,342,615,529,774,Focused
class_5,196,14,669,448,805,560,Distracted
class_5,196,15,715,515,826,644,Distracted
class_5,196,7,725,590,882,724,Focused
class_5,196,1,754,717,933,931,Focused
class_5,196,13,851,522,972,643,Distracted
class_5,196,5,904,599,1110,722,Distracted
class_5,196,0,964,726,1147,939,Focused
class_5,196,10,1231,592,1407,804,Focused
class_5,196,9,1317,497,1454,635,Focused
class_5,196,4,1399,579,1586,732,Distracted
class_5,196,18,1418,738,1606,1013,Distracted
class_5,196,2,1664,721,1849,925,Distracted
class_5,197,6,32,721,222,907,Focused
class_5,197,8,146,565,330,749,Focused
class_5,197,19,223,553,336,633,Distracted
class_5,197,16,241,460,376,549,Distracted
class_5,197,3,288,707,481,896,Focused
class_5,197,12,359,512,487,622,Focused
class_5,197,11,342,615,529,774,Focused
class_5,197,14,669,448,805,560,Distracted
class_5,197,15,715,515,826,644,Distracted
class_5,197,7,725,590,882,724,Focused
class_5,197,1,754,717,933,931,Focused
class_5,197,13,851,522,972,643,Distracted
class_5,197,5,904,599,1110,722,Distracted
class_5,197,0,964,726,1147,939,Focused
class_5,197,10,1231,592,1407,804,Focused
class_5,197,9,1317,497,1454,635,Focused
class_5,197,4,1399,579,1586,732,Distracted
class_5,197,18,1418,738,1606,1013,Distracted
class_5,197,2,1664,721,1849,925,Distracted
class_5,198,6,32,721,222,907,Focused
class_5,198,8,146,565,330,749,Focused
class_5,198,19,223,553,336,633,Distracted
class_5,198,16,241,460,376,549,Distracted
class_5,198,3,288,707,481,896,Focused
class_5,198,12,359,512,487,622,Focused
class_5,198,11,342,615,529,774,Focused
class_5,198,14,669,448,805,560,Distracted
class_5,198,15,715,515,826,644,Distracted
class_5,198,7,725,590,882,724,Focused
class_5,198,1,754,717,933,931,Focused
class_5,198,13,851,522,972,643,Distracted
class_5,198,5,904,599,1110,722,Distracted
class_5,198,0,964,726,1147,939,Focused
class_5,198,10,1231,592,1407,804,Focused
class_5,198,9,1317,497,1454,635,Focused
class_5,198,4,1399,579,1586,732,Distracted
class_5,198,18,1418,738,1606,1013,Distracted
class_5,198,2,1664,721,1849,925,Distracted
class_5,199,6,32,721,222,907,Focused
class_5,199,8,146,565,330,749,Focused
class_5,199,19,223,553,336,633,Distracted
class_5,199,16,241,460,376,549,Distracted
class_5,199,3,288,707,481,896,Focused
class_5,199,12,359,512,487,622,Focused
class_5,199,11,342,615,529,774,Focused
class_5,199,14,669,448,805,560,Distracted
class_5,199,15,715,515,826,644,Distracted
class_5,199,7,725,590,882,724,Focused
class_5,199,1,754,717,933,931,Focused
class_5,199,13,851,522,972,643,Distracted
class_5,199,5,904,599,1110,722,Distracted
class_5,199,0,964,726,1147,939,Focused
class_5,199,10,1231,592,1407,804,Focused
class_5,199,9,1317,497,1454,635,Focused
class_5,199,4,1399,579,1586,732,Distracted
class_5,199,18,1418,738,1606,1013,Distracted
class_5,199,2,1664,721,1849,925,Distracted
class_5,200,6,32,721,222,907,Focused
class_5,200,8,146,565,330,749,Focused
class_5,200,19,223,553,336,633,Distracted
class_5,200,16,241,460,376,549,Distracted
class_5,200,3,288,707,481,896,Focused
class_5,200,12,359,512,487,622,Focused
class_5,200,11,342,615,529,774,Focused
class_5,200,14,669,448,805,560,Distracted
class_5,200,15,715,515,826,644,Distracted
class_5,200,7,725,590,882,724,Focused
class_5,200,1,754,717,933,931,Focused
class_5,200,13,851,522,972,643,Distracted
class_5,200,5,904,599,1110,722,Distracted
class_5,200,0,964,726,1147,939,Focused
class_5,200,10,1231,592,1407,804,Focused
class_5,200,9,1317,497,1454,635,Focused
class_5,200,4,1399,579,1586,732,Distracted
class_5,200,18,1418,738,1606,1013,Distracted
class_5,200,2,1664,721,1849,925,Distracted
class_5,201,6,32,721,222,907,Focused
class_5,201,8,146,565,330,749,Focused
class_5,201,19,223,553,336,633,Distracted
class_5,201,16,241,460,376,549,Distracted
class_5,201,3,288,707,481,896,Focused
class_5,201,12,359,512,487,622,Focused
class_5,201,11,342,615,529,774,Focused
class_5,201,14,669,448,805,560,Distracted
class_5,201,15,715,515,826,644,Distracted
class_5,201,7,725,590,882,724,Focused
class_5,201,1,754,717,933,931,Focused
class_5,201,13,851,522,972,643,Distracted
class_5,201,5,904,599,1110,722,Distracted
class_5,201,0,964,726,1147,939,Focused
class_5,201,10,1231,592,1407,804,Focused
class_5,201,9,1317,497,1454,635,Focused
class_5,201,4,1399,579,1586,732,Distracted
class_5,201,18,1418,738,1606,1013,Distracted
class_5,201,2,1664,721,1849,925,Distracted
class_5,202,6,32,721,222,907,Focused
class_5,202,8,146,565,330,749,Focused
class_5,202,19,223,553,336,633,Distracted
class_5,202,16,241,460,376,549,Distracted
class_5,202,3,288,707,481,896,Focused
class_5,202,12,359,512,487,622,Focused
class_5,202,11,342,615,529,774,Focused
class_5,202,14,669,448,805,560,Distracted
class_5,202,15,715,515,826,644,Distracted
class_5,202,7,725,590,882,724,Focused
class_5,202,1,754,717,933,931,Focused
class_5,202,13,851,522,972,643,Distracted
class_5,202,5,904,599,1110,722,Distracted
class_5,202,0,964,726,1147,939,Focused
class_5,202,10,1231,592,1407,804,Focused
class_5,202,9,1317,497,1454,635,Focused
class_5,202,4,1399,579,1586,732,Distracted
class_5,202,18,1418,738,1606,1013,Distracted
class_5,202,2,1664,721,1849,925,Distracted
class_5,203,6,32,721,222,907,Focused
class_5,203,8,146,565,330,749,Focused
class_5,203,19,223,553,336,633,Distracted
class_5,203,16,241,460,376,549,Distracted
class_5,203,3,288,707,481,896,Focused
class_5,203,12,359,512,487,622,Focused
class_5,203,11,342,615,529,774,Focused
class_5,203,14,669,448,805,560,Distracted
class_5,203,15,715,515,826,644,Distracted
class_5,203,7,725,590,882,724,Focused
class_5,203,1,754,717,933,931,Focused
class_5,203,13,851,522,972,643,Distracted
class_5,203,5,904,599,1110,722,Distracted
class_5,203,0,964,726,1147,939,Focused
class_5,203,10,1231,592,1407,804,Focused
class_5,203,9,1317,497,1454,635,Focused
class_5,203,4,1399,579,1586,732,Distracted
class_5,203,18,1418,738,1606,1013,Distracted
class_5,203,2,1664,721,1849,925,Distracted
class_5,204,6,32,721,222,907,Focused
class_5,204,8,146,565,330,749,Focused
class_5,204,19,223,553,336,633,Distracted
class_5,204,16,241,460,376,549,Distracted
class_5,204,3,288,707,481,896,Focused
class_5,204,12,359,512,487,622,Focused
class_5,204,11,342,615,529,774,Focused
class_5,204,14,669,448,805,560,Distracted
class_5,204,15,715,515,826,644,Distracted
class_5,204,7,725,590,882,724,Focused
class_5,204,1,754,717,933,931,Focused
class_5,204,13,851,522,972,643,Distracted
class_5,204,5,904,599,1110,722,Distracted
class_5,204,0,964,726,1147,939,Focused
class_5,204,10,1231,592,1407,804,Focused
class_5,204,9,1317,497,1454,635,Focused
class_5,204,4,1399,579,1586,732,Distracted
class_5,204,18,1418,738,1606,1013,Distracted
class_5,204,2,1664,721,1849,925,Distracted
class_5,205,6,32,721,222,907,Focused
class_5,205,8,146,565,330,749,Focused
class_5,205,19,223,553,336,633,Distracted
class_5,205,16,241,460,376,549,Distracted
class_5,205,3,288,707,481,896,Focused
class_5,205,12,359,512,487,622,Focused
class_5,205,11,342,615,529,774,Focused
class_5,205,14,669,448,805,560,Distracted
class_5,205,15,715,515,826,644,Distracted
class_5,205,7,725,590,882,724,Focused
class_5,205,1,754,717,933,931,Focused
class_5,205,13,851,522,972,643,Distracted
class_5,205,5,904,599,1110,722,Distracted
class_5,205,0,964,726,1147,939,Focused
class_5,205,10,1231,592,1407,804,Focused
class_5,205,9,1317,497,1454,635,Focused
class_5,205,4,1399,579,1586,732,Distracted
class_5,205,18,1418,738,1606,1013,Distracted
class_5,205,2,1664,721,1849,925,Distracted
class_5,206,6,32,721,222,907,Focused
class_5,206,8,146,565,330,749,Focused
class_5,206,19,223,553,336,633,Distracted
class_5,206,16,241,460,376,549,Distracted
class_5,206,3,288,707,481,896,Focused
class_5,206,12,359,512,487,622,Focused
class_5,206,11,342,615,529,774,Focused
class_5,206,14,669,448,805,560,Distracted
class_5,206,15,715,515,826,644,Distracted
class_5,206,7,725,590,882,724,Focused
class_5,206,1,754,717,933,931,Focused
class_5,206,13,851,522,972,643,Distracted
class_5,206,5,904,599,1110,722,Distracted
class_5,206,0,964,726,1147,939,Focused
class_5,206,10,1231,592,1407,804,Focused
class_5,206,9,1317,497,1454,635,Focused
class_5,206,4,1399,579,1586,732,Distracted
class_5,206,18,1418,738,1606,1013,Distracted
class_5,206,2,1664,721,1849,925,Distracted
class_5,207,6,32,721,222,907,Focused
class_5,207,8,146,565,330,749,Focused
class_5,207,19,223,553,336,633,Distracted
class_5,207,16,241,460,376,549,Distracted
class_5,207,3,288,707,481,896,Focused
class_5,207,12,359,512,487,622,Focused
class_5,207,11,342,615,529,774,Focused
class_5,207,14,669,448,805,560,Distracted
class_5,207,15,715,515,826,644,Distracted
class_5,207,7,725,590,882,724,Focused
class_5,207,1,754,717,933,931,Focused
class_5,207,13,851,522,972,643,Distracted
class_5,207,5,904,599,1110,722,Distracted
class_5,207,0,964,726,1147,939,Focused
class_5,207,10,1231,592,1407,804,Focused
class_5,207,9,1317,497,1454,635,Focused
class_5,207,4,1399,579,1586,732,Distracted
class_5,207,18,1418,738,1606,1013,Distracted
class_5,207,2,1664,721,1849,925,Distracted
class_5,208,6,32,721,222,907,Focused
class_5,208,8,146,565,330,749,Focused
class_5,208,19,223,553,336,633,Distracted
class_5,208,16,241,460,376,549,Distracted
class_5,208,3,288,707,481,896,Focused
class_5,208,12,359,512,487,622,Focused
class_5,208,11,342,615,529,774,Focused
class_5,208,14,669,448,805,560,Distracted
class_5,208,15,715,515,826,644,Distracted
class_5,208,7,725,590,882,724,Focused
class_5,208,1,754,717,933,931,Focused
class_5,208,13,851,522,972,643,Distracted
class_5,208,5,904,599,1110,722,Distracted
class_5,208,0,964,726,1147,939,Focused
class_5,208,10,1231,592,1407,804,Focused
class_5,208,9,1317,497,1454,635,Focused
class_5,208,4,1399,579,1586,732,Distracted
class_5,208,18,1418,738,1606,1013,Distracted
class_5,208,2,1664,721,1849,925,Distracted
class_5,209,6,32,721,222,907,Focused
class_5,209,8,146,565,330,749,Focused
class_5,209,19,223,553,336,633,Distracted
class_5,209,16,241,460,376,549,Distracted
class_5,209,3,288,707,481,896,Focused
class_5,209,12,359,512,487,622,Focused
class_5,209,11,342,615,529,774,Focused
class_5,209,14,669,448,805,560,Distracted
class_5,209,15,715,515,826,644,Distracted
class_5,209,7,725,590,882,724,Focused
class_5,209,1,754,717,933,931,Focused
class_5,209,13,851,522,972,643,Distracted
class_5,209,5,904,599,1110,722,Distracted
class_5,209,0,964,726,1147,939,Focused
class_5,209,10,1231,592,1407,804,Focused
class_5,209,9,1317,497,1454,635,Focused
class_5,209,4,1399,579,1586,732,Distracted
class_5,209,18,1418,738,1606,1013,Distracted
class_5,209,2,1664,721,1849,925,Distracted
class_5,211,6,32,721,222,907,Distracted
class_5,211,8,146,565,330,749,Focused
class_5,211,19,223,553,336,633,Distracted
class_5,211,16,241,460,376,549,Distracted
class_5,211,3,288,707,481,896,Focused
class_5,211,12,359,512,487,622,Focused
class_5,211,11,342,615,529,774,Focused
class_5,211,14,669,448,805,560,Focused
class_5,211,15,715,515,826,644,Distracted
class_5,211,7,725,590,882,724,Focused
class_5,211,1,754,717,933,931,Focused
class_5,211,13,851,522,972,643,Distracted
class_5,211,5,904,599,1110,722,Focused
class_5,211,0,964,726,1147,939,Focused
class_5,211,10,1231,592,1407,804,Focused
class_5,211,9,1317,497,1454,635,Focused
class_5,211,4,1399,579,1586,732,Distracted
class_5,211,18,1418,738,1606,1013,Distracted
class_5,211,2,1664,721,1849,925,Distracted
class_5,212,6,32,721,222,907,Distracted
class_5,212,8,146,565,330,749,Focused
class_5,212,19,223,553,336,633,Distracted
class_5,212,16,241,460,376,549,Distracted
class_5,212,3,288,707,481,896,Focused
class_5,212,12,359,512,487,622,Focused
class_5,212,11,342,615,529,774,Focused
class_5,212,14,669,448,805,560,Focused
class_5,212,15,715,515,826,644,Distracted
class_5,212,7,725,590,882,724,Focused
class_5,212,1,754,717,933,931,Focused
class_5,212,13,851,522,972,643,Distracted
class_5,212,5,904,599,1110,722,Focused
class_5,212,0,964,726,1147,939,Focused
class_5,212,10,1231,592,1407,804,Focused
class_5,212,9,1317,497,1454,635,Focused
class_5,212,4,1399,579,1586,732,Distracted
class_5,212,18,1418,738,1606,1013,Distracted
class_5,212,2,1664,721,1849,925,Distracted
class_5,213,6,32,721,222,907,Distracted
class_5,213,8,146,565,330,749,Focused
class_5,213,19,223,553,336,633,Distracted
class_5,213,16,241,460,376,549,Distracted
class_5,213,3,288,707,481,896,Focused
class_5,213,12,359,512,487,622,Focused
class_5,213,11,342,615,529,774,Focused
class_5,213,14,669,448,805,560,Focused
class_5,213,15,715,515,826,644,Distracted
class_5,213,7,725,590,882,724,Focused
class_5,213,1,754,717,933,931,Focused
class_5,213,13,851,522,972,643,Distracted
class_5,213,5,904,599,1110,722,Focused
class_5,213,0,964,726,1147,939,Focused
class_5,213,10,1231,592,1407,804,Focused
class_5,213,9,1317,497,1454,635,Focused
class_5,213,4,1399,579,1586,732,Distracted
class_5,213,18,1418,738,1606,1013,Distracted
class_5,213,2,1664,721,1849,925,Distracted
class_5,214,6,32,721,222,907,Distracted
class_5,214,8,146,565,330,749,Focused
class_5,214,19,223,553,336,633,Distracted
class_5,214,16,241,460,376,549,Distracted
class_5,214,3,288,707,481,896,Focused
class_5,214,12,359,512,487,622,Focused
class_5,214,11,342,615,529,774,Focused
class_5,214,14,669,448,805,560,Focused
class_5,214,15,715,515,826,644,Distracted
class_5,214,7,725,590,882,724,Focused
class_5,214,1,754,717,933,931,Focused
class_5,214,13,851,522,972,643,Distracted
class_5,214,5,904,599,1110,722,Focused
class_5,214,0,964,726,1147,939,Focused
class_5,214,10,1231,592,1407,804,Focused
class_5,214,9,1317,497,1454,635,Focused
class_5,214,4,1399,579,1586,732,Distracted
class_5,214,18,1418,738,1606,1013,Distracted
class_5,214,2,1664,721,1849,925,Distracted
class_5,215,6,32,721,222,907,Distracted
class_5,215,8,146,565,330,749,Focused
class_5,215,19,223,553,336,633,Distracted
class_5,215,16,241,460,376,549,Distracted
class_5,215,3,288,707,481,896,Focused
class_5,215,12,359,512,487,622,Focused
class_5,215,11,342,615,529,774,Focused
class_5,215,14,669,448,805,560,Focused
class_5,215,15,715,515,826,644,Distracted
class_5,215,7,725,590,882,724,Focused
class_5,215,1,754,717,933,931,Focused
class_5,215,13,851,522,972,643,Distracted
class_5,215,5,904,599,1110,722,Focused
class_5,215,0,964,726,1147,939,Focused
class_5,215,10,1231,592,1407,804,Focused
class_5,215,9,1317,497,1454,635,Focused
class_5,215,4,1399,579,1586,732,Distracted
class_5,215,18,1418,738,1606,1013,Distracted
class_5,215,2,1664,721,1849,925,Distracted
class_5,216,6,32,721,222,907,Distracted
class_5,216,8,146,565,330,749,Focused
class_5,216,19,223,553,336,633,Distracted
class_5,216,16,241,460,376,549,Distracted
class_5,216,3,288,707,481,896,Focused
class_5,216,12,359,512,487,622,Focused
class_5,216,11,342,615,529,774,Focused
class_5,216,14,669,448,805,560,Focused
class_5,216,15,715,515,826,644,Distracted
class_5,216,7,725,590,882,724,Focused
class_5,216,1,754,717,933,931,Focused
class_5,216,13,851,522,972,643,Distracted
class_5,216,5,904,599,1110,722,Focused
class_5,216,0,964,726,1147,939,Focused
class_5,216,10,1231,592,1407,804,Focused
class_5,216,9,1317,497,1454,635,Focused
class_5,216,4,1399,579,1586,732,Distracted
class_5,216,18,1418,738,1606,1013,Distracted
class_5,216,2,1664,721,1849,925,Distracted
class_5,217,6,32,721,222,907,Distracted
class_5,217,8,146,565,330,749,Focused
class_5,217,19,223,553,336,633,Distracted
class_5,217,16,241,460,376,549,Distracted
class_5,217,3,288,707,481,896,Focused
class_5,217,12,359,512,487,622,Focused
class_5,217,11,342,615,529,774,Focused
class_5,217,14,669,448,805,560,Focused
class_5,217,15,715,515,826,644,Distracted
class_5,217,7,725,590,882,724,Focused
class_5,217,1,754,717,933,931,Focused
class_5,217,13,851,522,972,643,Distracted
class_5,217,5,904,599,1110,722,Focused
class_5,217,0,964,726,1147,939,Focused
class_5,217,10,1231,592,1407,804,Focused
class_5,217,9,1317,497,1454,635,Focused
class_5,217,4,1399,579,1586,732,Distracted
class_5,217,18,1418,738,1606,1013,Distracted
class_5,217,2,1664,721,1849,925,Distracted
class_5,218,6,32,721,222,907,Distracted
class_5,218,8,146,565,330,749,Focused
class_5,218,19,223,553,336,633,Distracted
class_5,218,16,241,460,376,549,Distracted
class_5,218,3,288,707,481,896,Focused
class_5,218,12,359,512,487,622,Focused
class_5,218,11,342,615,529,774,Focused
class_5,218,14,669,448,805,560,Focused
class_5,218,15,715,515,826,644,Distracted
class_5,218,7,725,590,882,724,Focused
class_5,218,1,754,717,933,931,Focused
class_5,218,13,851,522,972,643,Distracted
class_5,218,5,904,599,1110,722,Focused
class_5,218,0,964,726,1147,939,Focused
class_5,218,10,1231,592,1407,804,Focused
class_5,218,9,1317,497,1454,635,Focused
class_5,218,4,1399,579,1586,732,Distracted
class_5,218,18,1418,738,1606,1013,Distracted
class_5,218,2,1664,721,1849,925,Distracted
class_5,219,6,32,721,222,907,Distracted
class_5,219,8,146,565,330,749,Focused
class_5,219,19,223,553,336,633,Distracted
class_5,219,16,241,460,376,549,Distracted
class_5,219,3,288,707,481,896,Focused
class_5,219,12,359,512,487,622,Focused
class_5,219,11,342,615,529,774,Focused
class_5,219,14,669,448,805,560,Focused
class_5,219,15,715,515,826,644,Distracted
class_5,219,7,725,590,882,724,Focused
class_5,219,1,754,717,933,931,Focused
class_5,219,13,851,522,972,643,Distracted
class_5,219,5,904,599,1110,722,Focused
class_5,219,0,964,726,1147,939,Focused
class_5,219,10,1231,592,1407,804,Focused
class_5,219,9,1317,497,1454,635,Focused
class_5,219,4,1399,579,1586,732,Distracted
class_5,219,18,1418,738,1606,1013,Distracted
class_5,219,2,1664,721,1849,925,Distracted
class_5,220,6,32,721,222,907,Distracted
class_5,220,8,146,565,330,749,Focused
class_5,220,19,223,553,336,633,Distracted
class_5,220,16,241,460,376,549,Distracted
class_5,220,3,288,707,481,896,Focused
class_5,220,12,359,512,487,622,Focused
class_5,220,11,342,615,529,774,Focused
class_5,220,14,669,448,805,560,Focused
class_5,220,15,715,515,826,644,Distracted
class_5,220,7,725,590,882,724,Focused
class_5,220,1,754,717,933,931,Focused
class_5,220,13,851,522,972,643,Distracted
class_5,220,5,904,599,1110,722,Focused
class_5,220,0,964,726,1147,939,Focused
class_5,220,10,1231,592,1407,804,Focused
class_5,220,9,1317,497,1454,635,Focused
class_5,220,4,1399,579,1586,732,Distracted
class_5,220,18,1418,738,1606,1013,Distracted
class_5,220,2,1664,721,1849,925,Distracted
class_5,221,6,32,721,222,907,Distracted
class_5,221,8,146,565,330,749,Focused
class_5,221,19,223,553,336,633,Distracted
class_5,221,16,241,460,376,549,Distracted
class_5,221,3,288,707,481,896,Focused
class_5,221,12,359,512,487,622,Focused
class_5,221,11,342,615,529,774,Focused
